sl,product_id,name,product_weight,package_weight
1454,5037200110739_TOSUN111,SUNDAY RAIN 265G PINK SCRUB,265,55
1455,5037200110715_TOSUN112,SUNDAY RAIN 500G PINK SALTS,500,75
1456,5037200110159_TOSUN114,SUNDAY RAIN 440ML MANGO WASH,440,65
1457,5037200001174_TOSUN118,SUNDAY RAIN 640ML WASH,640,85
1458,5037200001167_TOSUN119,SUNDAY RAIN 650ML MANGO BATH,650,88
1459,5037200001181_TOSUN120,SUNDAY RAIN 650ML PINK BATH,650,88
1460,8001090705570_TOTAM097,TAMPAX COMPAK LITES 18S,50,45
1461,8001090705600_TOTAM103,TAMPAX COMPAK REG 18S,60,48
1462,8001090705662_TOTAM104,TAMPAX COMPAK SUPER 18S,70,52
1463,8001090705723_TOTAM105A,TAMPAX COMPAK SUPER PLUS 18S,80,55
1464,8006540468081_TOTAM164,TAMPAX SUPER PLUS 18S,80,55
1465,8006540463352_TOTAM171,TAMPAX COMPAK SUPER 24S,100,60
1466,8700216012317_TOTAM177,TAMPAX REGULAR 20S,60,48
1467,8001841385792_TOTAM178,TAMPAX COTTON SUPER 16S,65,48
1468,8700216012447_TOTAM179,TAMPAX SUPER PLUS 20S,85,55
1469,4015400824749_TOTAM182,TAMPAX SUPER PLUS 30S,120,70
1470,8006540716625_TOTAM184,TAMPAX SUPER PLUS 18S,80,55
1471,4015400219620_TOTAM185,TAMPAX COMPAK SUPER+ 16S,75,52
1472,8700216038003_TOTAM186,TAMPAX COMPAK S+ 18S PMP,80,55
1473,8006540863947_TOTAM187,TAMPAX COMPAK REG 27S,90,60
1474,8700216761147_TOTAM189,TAMPAX PEARL S+ EXTRA 15S,80,55
1475,7322540056761_TOTEN008,TENA LADY NORMAL 12S,150,70
1476,615908429848_TOTIG119B,TIGI 750ML COLOUR GODDESS,750,95
1477,615908429855_TOTIG120,TIGI 750ML COLOUR COND,750,95
1478,615908950977_TOTIG156,TIGI DUO 2X750ML RESURRECT,1500,185
1479,615908426670_TOTIG177A,TIGI 750ML RE-ENERGIZE,750,95
1480,615908431674_TOTIG337,TIGI 385ML HARD HEAD,385,72
1481,615908431339_TOTIG338A,TIGI 240ML SMALLTALK,240,50
1482,615908431292_TOTIG339,TIGI 238ML DRY SHAMP,238,55
1483,615908431599_TOTIG341,TIGI 57G MATTE WAX,57,40
1484,615908431575_TOTIG342,TIGI 57G PUTTY,57,40
1485,615908433784_TOTIG347,TIGI 250ML FOXY CURLS,250,55
1486,615908432688_TOTIG375,TIGI 300ML DIRTY SECRET,300,58
1487,615908431490_TOTIG381,TIGI 100ML STRAIGHTEN OUT,100,42
1488,615908434071_TOTIG382,TIGI 100ML CURLS ROCK,100,42
1489,615908433562_TOTIG388,TIGI 750ML OIL SHAMP,750,95
1490,615908433524_TOTIG389,TIGI 750ML RECOVERY SHAMP,750,95
1491,8720181368097_TOTIM051A,TIMOTEI 300ML GREEN TEA,300,55
1492,8720181528460_TOTIM065,TIMOTEI 300ML ROSEMARY,300,55
1493,8720181528460_TOTIM065A,TIMOTEI 300ML ROSEMARY,300,55
1494,79400197146_TOTON117A,TONI&GUY 150ML GEL SPRAY,150,45
1495,8711600723757_TOTON135,TONI&GUY 250ML FREEZE,250,55
1496,9300830045006_TOTON196,TONI&GUY 250ML PURPLE SH,250,52
1497,8710847974427_TOTRE718,TRESEMME 400ML PURIFY,400,65
1498,8720181449208_TOTRE766,TRESEMME 400ML REPLENISH CD,400,65
1499,8720181446849_TOTRE768,TRESEMME 400ML COLOUR SH,400,65
1500,8720181446801_TOTRE769,TRESEMME 400ML REPLENISH SH,400,65
1501,8710522323144_TOTRE771,TRESEMME 400ML BIOTIN CD,400,65
1502,8720181449222_TOTRE773,TRESEMME 400ML WAVES CD,400,65
1503,8720181449185_TOTRE774,TRESEMME 400ML MOISTURE CD,400,65
1504,8710522323120_TOTRE775,TRESEMME 400ML BIOTIN SH,400,65
1505,8720181446818_TOTRE776,TRESEMME 400ML WAVES SH,400,65
1506,8720181446788_TOTRE777,TRESEMME 400ML MOISTURE SH,400,65
1507,8720181446078_TOTRE786,TRESEMME 685ML WAVES SH,685,88
1508,8720182514110_TOTRE791,TRESEMME 680ML HYDRATE SH,680,88
1509,8720182514219_TOTRE792,TRESEMME 680ML HYDRATE CD,680,88
1510,8720181540943_TOTRE799,TRESEMME 685ML MOISTURE SH,685,88
1511,5061015250564_TOTRU004,TRUESMILE 100ML WHITE,100,45
1512,5061015250571_TOTRU010,TRUESMILE 100ML COMPLETE,100,45
1513,5061015250953_TOTRU012,TRUESMILE 100ML CHARCOAL,100,45
1514,5061015250960_TOTRU013,TRUESMILE 100ML HEMP,100,45
1515,5061015257068_TOTRU015,TRUESMILE 100ML ANTI TARTAR,100,45
1516,5061015253725_TOTRU016,TRUESMILE 100ML BAKING SODA,100,45
1517,5061015255972_TOTRU018,TRUESMILE 75ML PRO ENAMEL,75,40
1518,5061015255996_TOTRU020,TRUESMILE 2X75ML SENSITIVE,150,60
1519,5061015256009_TOTRU021,TRUESMILE 75ML WHITENING,75,40
1520,5013692271721_TOUMB149,UMBRO 300ML BODY WASH,300,55
1521,9310379000237_TOVAG002,VAGISIL 30G FRESH GEL,30,38
1522,5010934004680_TOVAG003,VAGISIL 250ML JASMINE WASH,250,52
1523,8712561478762_TOVAS506A,VASELINE 200ML ADV REPAIR,200,48
1524,8712561479806_TOVAS509A,VASELINE 200ML ESS HEALING,200,48
1525,8712561485548_TOVAS510A,VASELINE 200ML HAND CREAM,200,48
1526,8712561480369_TOVAS511A,VASELINE 400ML ADV REPAIR,400,65
1527,8712561482318_TOVAS512A,VASELINE 400ML ALOE SOOTHE,400,65
1528,8712561484398_TOVAS514B,VASELINE 400ML ESS HEALING,400,65
1529,8712561485524_TOVAS519,VASELINE 75ML HAND CREAM,75,40
1530,8714100012604_TOVAS549A,VASELINE 400ML MATURE SKIN,400,65
1531,8886467060854_TOVAS572,VASELINE 3X75G SOAP BRIGHT,225,60
1532,8886467060861_TOVAS573,VASELINE 3X75G SOAP MOIST,225,60
1533,8886467039997_TOVAS576,VASELINE 200ML COCOA OIL,200,45
1534,8901030841095_TOVAS585,VASELINE 600ML ESS HEALING,600,85
1535,8901030841101_TOVAS586,VASELINE 600ML COCOA RAD,600,85
1536,8901030841132_TOVAS587,VASELINE 600ML ADV REPAIR,600,85
1537,8901030841118_TOVAS588A,VASELINE 600ML SOOTHING HYD,600,85
1538,8901030841125_TOVAS589A,VASELINE 600ML DAILY BRIGHT,600,85
1539,8886467036989_TOVAS600,VASELINE 75G BAR BRIGHT,75,28
1540,8886467036996_TOVAS601,VASELINE 75G BAR MOIST,75,28
1541,8886467042560_TOVAS602,VASELINE 200ML COCONUT OIL,200,45
1542,8886467040382_TOVAS605,VASELINE 250ML DEO SPRAY,250,55
1543,8886467000805_TOVAS606,VASELINE 250ML MEN DEO,250,55
1544,5056175991426_TOVEL012,VELIS 3-BLADE RAZOR 2UP,40,35
1545,5012254060070_TOVO5155C,VO5 200ML MEGA HOLD GEL,200,48
1546,8712561848176_TOVO5274,VO5 400ML SHAMPOO REVIVE,400,65
1547,8710908852053_TOVO5276,VO5 200ML DRYER MIST,200,45
1548,8710908852053_TOVO5276A,VO5 200ML DRYER MIST,200,45
1549,59005285_TOVO5306,VO5 30ML MINI CLAY,30,35
1550,8717163784358_TOVO5310,VO5 125ML CURL CREAM,125,40
1551,8717163784358_TOVO5310A,VO5 125ML CURL CREAM,125,40
1552,5056175991433_TOVOR001,VORTEX 3-BLADE RAZOR 2UP,40,35
1553,8008970048703_TOWAS022A,WASH&GO 400ML CLASSIC 2IN1,400,65
1554,8008970053134_TOWAS024,WASH&GO 250ML WATER MINT,250,52
1555,8008970053141_TOWAS025,WASH&GO 250ML MARINE MIN,250,52
1556,8008970052847_TOWAS026,WASH&GO 400ML ANTI DAND,400,65
1557,5010264435949_TOWEL294,WELLA 150ML MESS CONSTRUCT,150,42
1558,4056800772889_TOWEL313,WELLA 400ML FIRM SPRAY,400,75
1559,8699568557396_TOWEL361,WELLA 200ML STRONG MOUSSE,200,52
1560,8005610642642_TOWEL645,WELLA 250ML MENTHOL SHAMP,250,52
1561,4064666043371_TOWEL782,WELLA SP 250ML REPAIR SH,250,52
1562,4056800772971_TOWEL784,WELLA 400ML NATURAL SPRAY,400,75
1563,4064666043425_TOWEL795,WELLA SP 250ML BALANCE SH,250,52
1564,8005610568096_TOWEL796,WELLA SP 250ML HYDRATE SH,250,52
1565,4064666321622_TOWEL797,WELLA SP 200ML HYDRATE CD,200,48
1566,4064666043562_TOWEL799,WELLA SP 250ML VOLUMIZE SH,250,52
1567,4064666097480_TOWEL800,WELLA SP 250ML COLOR SH,250,52
1568,4064666097435_TOWEL801,WELLA SP 200ML COLOR CD,200,48
1569,8005610565019_TOWEL816,WELLA SP 200ML VOL MASK,200,48
1570,4064666097497_TOWEL818,WELLA SP 200ML COLOR MASK,200,48
1571,4064666052014_TOWEL819,WELLA SP 250ML SILVER SH,250,52
1572,4056800745982_TOWEL826,WELLA 200ML TUFF STUFF GEL,200,48
1573,4056800731145_TOWEL829,WELLA 150ML GEL SPRAY,150,45
1574,4064666304199_TOWEL836,WELLA 200ML CURL MOUSSE,200,52
1575,4056800739448_TOWEL838,WELLA 75ML MATT CLAY,75,40
1576,4056800781263_TOWEL840,WELLA 250ML FIRM SPRAY,250,55
1577,4064666330006_TOWEL841,WELLA 500ML FIRM SPRAY,500,85
1578,4064666330013_TOWEL842,WELLA 500ML MAX SPRAY,500,85
1579,4064666302942_TOWEL846,WELLA 250ML CLEAN SCALP,250,52
1580,8005610642406_TOWEL847,WELLA 250ML AQUA PURE,250,52
1581,8005610575926_TOWEL849,WELLA 125ML FINISH SPRAY,125,40
1582,5391520430275_TOWET021,WET ONES 12S BE FRESH,60,40
1583,5391520430244_TOWET023,WET ONES 12S BE CUTE,60,40
1584,4027800509904_TOWIL140,QUATTRO TITANIUM BLADES 8S,80,45
1585,4027800509805_TOWIL157,QUATTRO TITANIUM BLADES 4S,40,35
1586,4027800406609_TOWIL197,INTUITION MOIST BLADES 3S,60,40
1587,4027800407101_TOWIL198A,INTUITION SENS BLADES 3S,60,40
1588,4027800402205_TOWIL206,HYDRO 5 BLADES 4S,40,35
1589,4027800571109_TOWIL209A,XTREME 3 BEAUTY RAZORS,80,45
1590,4027800015504_TOWIL210,DOUBLE EDGE RAZOR SET,100,60
1591,4027800011209_TOWIL211,DOUBLE EDGE BLADES 5S,10,25
1592,4027800011506_TOWIL212,DOUBLE EDGE BLADES 10S,20,30
1593,4027800168507_TOWIL224,INTUITION 175ML SHAVE CR,175,45
1594,4027800439935_TOWIL225,HYDRO 5 RAZOR 1UP,50,40
1595,4027800135462_TOWIL230,BARBER'S STYLE 177ML WASH,177,45
1596,4027800374304_TOWIL236,INTUITIVE WAX STRIPS,100,50
1597,4027800373505_TOWIL239,HYDRO 5 WHITE RAZOR 1UP,50,40
1598,4027800130603_TOWIL246,HYDRO COMFORT RAZOR 1UP,50,40
1599,4027800325405_TOWIL255,WILKINSON 100ML AFTERSHAVE,100,40
1600,4027800402373_TOWIL257,HYDRO 5 BLADES 8S,80,45
1601,4027800102334_TOWIL258,WILKINSON HYDRO 5 BLADES 12S,120,65
1602,4027800442508_TOWIL259,WILKINSON QUATTRO DISP 3S,60,45
1603,4027800425600_TOWIL260,WILKINSON QUATTRO SENS DISP 3S,60,45
1604,4027800230907_TOWIL261,WILKINSON XTREME 3 RAZOR 1UP,50,40
1605,4027800274505_TOWIL262,WILKINSON XTREME 3 DISP 12S,180,75
1606,4027800969012_TOWIL263,WILKINSON INTUITION BLADES 4S,80,50
1607,4027800996803_TOWIL264,WILKINSON INTUITION RAZOR 1UP,70,50
1608,4027800216505_TOWIL265,WILKINSON HYDRO 5 STARTER PK,120,70
1609,4027800177202_TOWIL266,WILKINSON INTUITION BLADES 6S,120,60
1610,5028763010130_TOWIS037,WISDOM 50ML SMOKERS PASTE,50,38
1611,5028763007611_TOWIS039,WISDOM TOOTHBRUSH MED 3PK,60,45
1612,5028763007611_TOWIS039A,WISDOM TOOTHBRUSH MED 3PK,60,45
1613,5028763006409_TOWIS043A,WISDOM 100M DENTAL FLOSS,20,35
1614,5028763010857_TOWIS053,WISDOM 100ML SENSITIVE PASTE,100,45
1615,5014697056979_TOWRI003,WRIGHTS 250ML HAND WASH,250,55
1616,5060120163363_TOXBC006,XBC 250ML TEA TREE SCRUB,250,52
1617,5060120163424_TOXBC007,XBC 200ML TEA TREE WASH,200,48
1618,5060120166517_TOXBC009,XBC 500ML AQUEOUS CREAM JAR,500,75
1619,5060120167194_TOXBC010,XBC 100ML AQUEOUS CREAM TUBE,100,42
1620,5060120167026_TOXBC011,XBC 500ML COCOA BUTTER CRM,500,75
1621,5060120167040_TOXBC012,XBC 500ML OLIVE OIL CREAM,500,75
1622,5060120164063_TOXHC007,XHC 300ML ARGAN OIL SHAMP,300,55
1623,5060120165022_TOXHC009,XHC 250ML ARGAN BODY BUTTER,250,55
1624,5060120165176_TOXHC010,XHC 100ML ARGAN HAND CREAM,100,42
1625,5060120163257_TOXPE001,XPEL 500ML TEA TREE HANDWASH,500,75
