sl,product_id,name,product_weight,package_weight
309,4015165360810_GSCOSBAB001,BABOR AMPOULE GIFT SET 7PC,14,55
310,3666057226526_GSCOSCLA106,CLARINS HEAD TO TOE SET 6PC,217,150
311,192333138977_GSCOSCLI081,CLINIQUE 3-STEP INTRO KIT 2,120,85
312,192333095157_GSCOSCLI084,CLINIQUE MOISTURE SURGE SET,120,145
313,4015165366874_GSCOSDOC003,DOCTOR BARBOR 5PC SET,72,110
314,5060422892800_GSCOSECO010,SO ECO FACIAL CLEANSING KIT,50,65
315,85805559120_GSCOSELI126,E. ARDEN CERAMIDE 3X30 CAPS,15.6,115
316,85805260323_GSCOSELI128,E. ARDEN CERAMIDE CAPS SET 4PC,85,165
317,85805260330_GSCOSELI130,E. ARDEN LIFT & FIRM SET 4PC,80,165
318,85805580827_GSCOSELI133,E. ARDEN HYDRAPLAY SET 2PCS,49,85
319,8809925194823_GSCOSLAN041,LANEIGE PLUMP & HYDRATE TRIO,33,110
320,3264680044755_GSCOSNUX005,NUXE THE ICONICS GIFT SET 3PC,115,135
321,3264680044762_GSCOSNUX006,NUXE PINK FEVER SET 3PC,165,135
322,3264680044823_GSCOSNUX007,NUXE ICONIC SCENT SET 3PC,160,185
323,3264680044779_GSCOSNUX008,NUXE INFINITE GLOW SET 3PC,70,125
324,3264680044724_GSCOSNUX009,NUXE INFINITE GLOW PINK SET,70,125
325,3264680044793_GSCOSNUX010,NUXE HAPPY IN PINK SET 4PC,275,280
326,3264680044731_GSCOSNUX011,NUXE PRODIGIEUX COLL. SET 4PC,275,280
327,3264680039355_GSCOSNUX012,NUXE NEROLI OIL & SHAMPOO SET,130,155
328,769915233322_GSCOSORD003,THE ORDINARY THE BRIGHT SET,160,180
329,8050148502531_GSCOSTEA002,TEAOLOGY EYE MASK SET 5PC,25,65
330,5013692280488_GSKICHU041,CHUPA CHUPS 500G BATH SALTS,500,65
331,5022545170296_GSKISPI1031,SPIDEY FLASHING TOOTHBRUSH,30,45
332,5013692254700_GSKISWI004,SWIZZELS 110G BATH FIZZER,110,32
333,5060591036586_GSTOBUB027,BUBBLE T NIGHT RITUALS SET,412,145
334,5060591037316_GSTOBUB038,BUBBLE T NIGHTEA TIME OUT SET,345,250
335,5060591037422_GSTOBUB041,BUBBLE T RAINBOW SHOWER GEL,500,135
336,5060591037521_GSTOBUB046,BUBBLE T CARTOON FIZZER SET,320,85
337,8720181652868_GSTODOV170,DOVE DISCOVER BODY WASH SET,450,135
338,8720181652813_GSTODOV173,DOVE ENJOY BODY WASH SET 3PC,450,135
339,8720181652776_GSTODOV174,DOVE RELAX BODY WASH SET 3PC,450,135
340,5037156300635_GSTOJOH014,JOHN FRIEDA FRIZZ EASE SET,175,95
341,5025135311147_GSTOMOR001,MORNY 50G SOAP GIFT SET 6PC,300,75
342,5025970015903_GSTONIV311,NIVEA FEEL REJUVENATED 3PC,115,165
343,5025970017457_GSTONIV317,NIVEA SOOTHING MOMENTS 3PC,300,145
344,5025970017839_GSTONIV320,NIVEA PAMPER ME WITH CARE 6PC,730,250
345,5025970017808_GSTONIV322,NIVEA NOURISHING MOMENTS 4PC,605,185
346,5025970017655_GSTONIV323,NIVEA MEN CALM & SMOOTH 2PC,300,95
347,5025970018003_GSTONIV326,NIVEA REVIVING MOMENTS 3PC,115,165
348,5025970017600_GSTONIV330,NIVEA MEN SHAVE & HYDRATE 4PC,390,165
349,5025970017990_GSTONIV331,NIVEA RENEWING MOMENTS 6PC,225,220
350,5025970017631_GSTONIV333,NIVEA MEN CALM ALL OVER 5PC,505,185
351,5025970017686_GSTONIV334,NIVEA MEN FEEL THE CALM 2PC,400,85
352,5025970017402_GSTONIV336,NIVEA RADIATING MOMENTS OF JOY,350,185
353,5025970015361_GSTONIV341,NIVEA TRAVEL ESSENTIALS,150,85
354,5025970016023_GSTONIV342,NIVEA MEN KEEP IT ESSENTIAL,430,110
355,8432225145457_GSTOREV025,REVLON UNIQ ONE SET 3PC,250,135
356,5031468214598_GSTOSCH033,SCHWARZKOPF GOT2B GIFT SET,400,165
357,5037200001228_GSTOSUN051,SUNDAY RAIN HAND DUO SET 2PC,880,115
358,5037200001259_GSTOSUN052,SUNDAY RAIN TRIO SET,580,145
359,8720181764974_GSTOUNI002,UNILEVER RADIANT COLL. 6PC,692,250
360,5060324602224_HOLIT009,LITTLE DUCK REGULAR TISSUES,150,35
361,5060324602217_HOLIT010,LITTLE DUCK ULTRASOFT CUBE,120,32
362,5060324602194_HOLIT011,LITTLE DUCK ULTRASOFT REGULAR,180,38
363,3616302022571_SULAN043,LANCASTER BODY MILK SPF15,175,45
364,3616306127562_SULAN044,LANCASTER FACE CREAM SPF50,50,45
365,3616305916143_SULAN045,LANCASTER BODY MILK SPF30,100,42
366,3616305916167_SULAN046,LANCASTER BODY MILK SPF50,100,42
367,1230000009843_SUSUP001,SUPERGOOP! PLAY LOTION SPF50,30,35
368,5053249284644_TOACT001,ACTIVE FEET 150G FOOT CREAM,150,45
369,5031468216851_TOALB159A,ALBERTO BALSAM SHAMPOO APPLE,300,55
370,5031468216875_TOALB160A,ALBERTO BALSAM COND. APPLE,300,55
371,8022297064987_TOALF012,ALFAPARF 500ML HAIR MASK,500,65
372,8022297095899_TOALF020,ALFAPARF 250ML SHAMPOO PURIFY,250,52
373,8022297111278_TOALF021,ALFAPARF 250ML SHAMPOO CURL,250,52
374,8022297095837_TOALF022,ALFAPARF 250ML SHAMPOO RENEW,250,52
375,8022297064970_TOALF023,ALFAPARF 200ML DIAMOND MASK,200,50
376,8022297095943_TOALF027,ALFAPARF 250ML SHAMPOO RELIEF,250,52
377,8022297104362_TOALF028,ALFAPARF 250ML SHAMPOO VOLUME,250,52
378,8022297111353_TOALF029,ALFAPARF 100ML OIL CURL,100,45
379,8022297111353_TOALF029A,ALFAPARF 100ML OIL CURL,100,45
380,8022297104386_TOALF031,ALFAPARF 200ML COND. MOUSSE,200,65
381,8022297111339_TOALF033,ALFAPARF 200ML CURL MASK,200,50
382,8022297064949_TOALF040,ALFAPARF 1000ML SHAMPOO,1000,110
383,8022297133416_TOALF041,ALFAPARF 250ML SHAMPOO BRUN,250,52
384,8022297154749_TOALF047,ALFAPARF 15ML CRYSTAL LIQUID,15,85
385,8022297018225_TOALF049,ALFAPARF 500ML MUD MASK,500,65
386,8022297111346_TOALF050,ALFAPARF 500ML CURL MASK,500,65
387,8022297141442_TOALF053,ALFAPARF LISSE 50ML ELIXIR,50,42
388,8022297141398_TOALF056,ALFAPARF LISSE 500ML MASK,500,65
389,8022297111230_TOALF058,ALFAPARF 200ML SMOOTH MASK,200,50
390,8022297141435_TOALF062,ALFAPARF LISSE 250ML COND,250,52
391,8022297141428_TOALF063,ALFAPARF LISSE 250ML SHAMPOO,250,52
392,8022297095912_TOALF068,ALFAPARF 250ML SHAMPOO BAL.,250,52
393,8022297133423_TOALF070,ALFAPARF 1000ML SHAMPOO BRUN,1000,110
394,8022297175294_TOALF073,ALFAPARF 250ML SHAMPOO RECON,250,52
395,8022297141565_TOALF076,ALFAPARF 300ML DRY SHAMPOO,300,75
396,8022297064284_TOALF078,ALFAPARF 500ML MOISTURE MASK,500,65
397,8022297141381_TOALF085,ALFAPARF LISSE 500ML SHAMPOO,500,65
398,8022297095905_TOALF086,ALFAPARF 1000ML SHAMPOO PUR.,1000,110
399,8022297111193_TOALF091,ALFAPARF 250ML SHAMPOO SMOOTH,250,52
400,8022297175324_TOALF096,ALFAPARF 500ML HAIR MASK REPAR,500,65
401,8022297141626_TOALF099,ALFAPARF 150ML TEXT BALM,150,45
402,8022297141527_TOALF100,ALFAPARF 500ML HAIRSPRAY,500,85
403,8022297141589_TOALF101,ALFAPARF 200ML BLOW DRY CREAM,200,48
404,8022297141633_TOALF102,ALFAPARF 125ML DETANGLER,125,42
405,8022297111308_TOALF103,ALFAPARF 1000ML COND ENHANC,1000,110
406,873509015130_TOALT019,ALTERNA CAVIAR 250ML SHAMPOO,250,52
407,873509015147_TOALT030,ALTERNA CAVIAR 250ML COND,250,52
408,873509027829_TOALT031,ALTERNA CAVIAR 100ML CC CREAM,100,45
409,873509027959_TOALT032,ALTERNA CAVIAR 147ML STY MIST,147,45
410,4015400743545_TOALW384,ALWAYS DAILIES 30'S,60,32
411,4015400267690_TOALW460,ALWAYS MAXI SUPER 18'S,120,38
412,8006540709610_TOALW510,ALWAYS ULTRA SECURE NIGHT 20'S,150,42
413,8006540407158_TOALW572,ALWAYS DISCREET LINERS 28'S,80,35
414,8006540732007_TOALW597,ALWAYS ULTRA DAY 14'S,100,35
415,8006540709344_TOALW598,ALWAYS ULTRA DAY SIZE 1 28’S,200,45
416,8700216538053_TOALW622,ALWAYS PLATINUM LONG 24'S,180,42
417,8006540846551_TOALW627,ALWAYS DAILY FRESH SLIM 100'S,220,48
418,TOALW628_NO_BARCODE,ALWAYS/TAMPAX DISPLAY 46 UNIT,1500,500
419,8006540359792_TOALW631,ALWAYS DISCREET PANTS MED 9'S,450,65
420,8006540359761_TOALW634,ALWAYS DISCREET PANTS LRG 8'S,450,65
421,8700216026277_TOALW635,ALWAYS ULTRA DAY SIZE 1 13'S,95,32
422,4015400213932_TOALW639,ALWAYS COTTON SOFT 20'S,140,42
423,8006540452219_TOALW640,ALWAYS MAXI PADS NIGHT 18'S,160,45
424,8001090899224_TOALW641,ALWAYS PLATINUM LONG 20'S,150,42
425,8001090101556_TOALW644,ALWAYS ULTRA DAY & NIGHT 12'S,100,35
426,4015400566960_TOALW646,ALWAYS SOFT LINERS LONG 48'S,120,38
427,8006540689110_TOALW650,ALWAYS DAILY FRESH NORMAL 56'S,140,42
428,8700216538138_TOALW653,ALWAYS PLATINUM NORMAL 30'S,210,48
429,8700216520133_TOALW654,ALWAYS PLATINUM MIXED 25'S,180,42
430,8006540452110_TOALW656,ALWAYS MAXI NORMAL 16PK,130,38
431,738678174135_TOAME005,AMERICAN CREW 85G GROOMING CREAM,85,115
432,738678002681_TOAME053,AMERICAN CREW 85G POMADE CREAM,85,115
433,738678002773_TOAME075,AMERICAN CREW 50G FIBER,50,85
434,5026445002336_TOAMP037,AMPLEX 50ML ROLL ON NATURAL,50,45
435,5026445002435_TOAMP038,AMPLEX 50ML ROLL ON OCEAN,50,45
436,5026445002459_TOAMP039,AMPLEX 50ML ROLL ON FRESH,50,45
437,5026445002473_TOAMP040,AMPLEX 50ML ROLL ON BLACK MEN,50,45
438,5054563180230_TOAQU133A,AQUAFRESH 100ML ACTIVE FRESH,100,42
439,5054563180179_TOAQU134,AQUAFRESH 100ML ACTIVE WHITE,100,42
440,8001090718822_TOAUS343,AUSSIE 90ML COND. MOISTURE,90,45
441,8700216054096_TOAUS357A,AUSSIE 675ML SHAMPOO CURLS,675,85
442,8006540780220_TOAUS358,AUSSIE 470ML COND. MIGHTY MEGA,470,65
443,8700216054119_TOAUS360,AUSSIE 470ML COND. BOUNCY CURLS,470,65
444,8700216635530_TOAUS637,AUSSIE 675ML SHAMPOO VOLUME,675,85
445,8001090718884_TOAUS638,AUSSIE 90ML SHAMPOO MEGA,90,45
446,8006540662335_TOAUS641,AUSSIE 450ML HAIR MASK MOISTURE,450,68
447,8006540653296_TOAUS643,AUSSIE 225ML 3 MIN TREATMENT,225,48
448,8006540669693_TOAUS645,AUSSIE 350ML COND. MIGHTY MEGA,350,52
449,8006540109144_TOAUS646,AUSSIE 200ML COND. VOLUME,200,45
450,3574660123081_TOAVE002,AVEENO 100ML MOISTURISING CREAM,100,42
451,3574660536737_TOAVE017,AVEENO SKIN RELIEF 300ML SHEA,300,55
452,3574660123425_TOAVE026,AVEENO DAILY 200ML BODY LOTION,200,45
453,3574661321523_TOAVE034,AVEENO DAILY 300ML BODY WASH,300,55
454,3574661285894_TOAVE036,AVEENO DAILY 300ML BODY LOTION,300,55
455,3574661249926_TOAVE037,AVEENO SKIN RELIEF 300ML SHAMPOO,300,55
456,3574660541298_TOAVE043,AVEENO DAILY 300ML CREAMY OIL,300,55
457,3574661321554_TOAVE046,AVEENO 300ML WASH VANILLA & OATS,300,55
458,3574661288826_TOAVE049A,AVEENO DAILY 200ML AFTER SHOWER,200,45
459,3574661634739_TOAVE061,AVEENO DAILY 100ML LOTION,100,42
460,3574661482378_TOAVE063,AVEENO 300ML YOGHURT APRICOT,300,65
461,3574661697338_TOAVE067,AVEENO 300ML YOGHURT VANILLA,300,65
462,3574661604732_TOAVE068,AVEENO DAILY 500ML LOTION,500,75
463,3574661593593_TOAVE069,AVEENO SKIN RELIEF 500ML LOTION,500,75
464,3574661646992_TOAVE070,AVEENO SKIN RELIEF 200ML OIL,200,45
465,3574661705248_TOAVE071,AVEENO 200ML CREAM VANILLA,200,50
466,3574661697345_TOAVE083,AVEENO DAILY 300ML LAVENDER,300,55
467,3574661627205_TOAVE084,AVEENO 50ML CALM & RESTORE SPF30,50,42
468,3574661736334_TOAVE085,AVEENO 50ML CALM & RESTORE BALM,50,42
469,3574661625379_TOAVE086,AVEENO 200ML CALM & RESTORE CLEAN,200,45
470,5033996014480_TOBEE004,BEECHAMS MENTHOL TISSUES 60’S,120,38
471,8692730510038_TOBEL034,BELUX 600ML WASH MILK & HONEY,600,82
472,8692730509995_TOBEL035,BELUX 600ML WASH OCEAN BREEZE,600,82
473,8692730510984_TOBEL036,BELUX 600ML WASH ROSE,600,82
474,8692730510021_TOBEL037,BELUX 600ML WASH FRESH MIX,600,82
475,8692730510014_TOBEL038,BELUX 600ML WASH CHERRY BLOSSOM,600,82
476,8692730510946_TOBEL039,BELUX 500ML HAND WASH MILK,500,72
477,8692730510953_TOBEL040,BELUX 500ML HAND WASH OCEAN,500,72
478,8692730507656_TOBEL042,BELUX 500ML HAND WASH FRESH,500,72
479,8692730510267_TOBEL044,BELUX 600ML 2IN1 BLACK MEN,600,82
480,8692730513770_TOBEL046,BELUX 600ML SHAMPOO MOIST.,600,82
481,8692730513756_TOBEL047,BELUX 600ML SHAMPOO REVIT.,600,82
482,8692730513732_TOBEL048,BELUX 600ML SHAMPOO ANTI-DAND,600,82
483,8692730513763_TOBEL050,BELUX 600ML SHAMPOO NOURISH.,600,82
484,8692730510328_TOBEL051,BELUX 600ML 2IN1 SILKY SOFT,600,82
485,8692730513718_TOBEL052,BELUX 600ML SHAMPOO WILD BASIL,600,82
486,8692730513787_TOBEL053,BELUX 600ML COND. VOLUME,600,82
487,8692730513749_TOBEL054,BELUX 600ML SHAMPOO DYED HAIR,600,82
488,8692730513688_TOBEL055,BELUX 500ML HAND WASH ROSE,500,72
489,8692730513794_TOBEL057,BELUX 600ML 2IN1 WOMEN PINK,600,82
490,8692730513664_TOBEL058,BELUX 500ML HAND WASH CHERRY,500,72
491,3086127500941_TOBIC030,BIC TWIN LADY DISPOSABLE 10'S,50,32
492,3086123644953_TOBIC085,BIC CLICK 3 SOLEIL + 2 BLADES,65,45
493,3086123220386_TOBIC093,BIC SOLEIL BELLA 3'S,45,35
494,3086125705119_TOBIC095,BIC 1 SENSITIVE DISPOSABLE 10'S,40,30
495,3086123568693_TOBIC097,BIC FLEX 3 SENSITIVE 4'S,40,30
496,3086123774414_TOBIC099,BIC FLEX 3 CLASSIC 4'S,40,30
497,3086123492868_TOBIC100,BIC FLEX 5 DISPOSABLE 3'S,35,30
498,3086123534803_TOBIC102,BIC MISS SOLEIL 9’S,90,45
499,3086123680227_TOBIC103,BIC CLICK SOLEIL 5 RAZOR 2UP,70,45
500,3086123644984_TOBIC104,BIC HYBRID 5 FLEX RAZOR 4UP,85,45
501,3086123644977_TOBIC105,BIC HYBRID 3 FLEX SENSITIVE 4UP,85,45
502,5017634264062_TOBIO034,BIORE ROSE 200ML CLEANSER,200,48
503,5017634264116_TOBIO040,BIORE 110ML PORE SCRUB,110,42
504,5017634293277_TOBIO059,BIORE 200ML SPOT CLEANSER,200,48
505,5017634283582_TOBIO060,BIORE 235ML AHA EXFOLIATOR,235,52
506,5017634264185_TOBIO061,BIORE 50ML ROSE QUARTZ MASK,50,42
507,5017634271091_TOBIO062,BIORE 50ML CLAY FACE MASK,50,42
508,5017634271039_TOBIO063,BIORE 100ML RESURF SCRUB,100,42
509,5017634283643_TOBIO064,BIORE 100ML GLOW MOISTURIZER,100,42
510,8006540881866_TOBLE026,BLEND A MED 3D WHITE LUXE 75ML,75,40
511,9356407000060_TOBRE003,BREAD 100ML HAIR WASH,100,42
512,5060591033868_TOBUB045,BUBBLE T 500ML PINEAPPLE GEL,500,72
513,5060591033813_TOBUB047,BUBBLE T 500ML BANANA WASH,500,72
514,5060591033844_TOBUB048,BUBBLE T 500ML MANGO GEL,500,72
515,5060591033837_TOBUB049,BUBBLE T 500ML LIME GEL,500,72
516,5060591033820_TOBUB050,BUBBLE T 500ML BLUEBERRY GEL,500,72
517,5060591035701_TOBUB051,BUBBLE T SHEET MASK BERRIES,20,25
518,5060591035718_TOBUB052,BUBBLE T SHEET MASK JASMINE,20,25
519,5060591035725_TOBUB053,BUBBLE T SHEET MASK MATCHA,20,25
520,5060591035732_TOBUB054,BUBBLE T SHEET MASK TROPICAL,20,25
521,5060591034155_TOBUB056,BUBBLE T NIGHTEA SHEET MASK,20,25
522,5060591037132_TOBUB065,BUBBLE T 200ML HYALURONIC LOTION,200,48
523,5060591037149_TOBUB066,BUBBLE T 200ML NIACINAMIDE LOTION,200,48
524,5060591037125_TOBUB067,BUBBLE T 200ML VITAMIN C LOTION,200,48
525,5060591036159_TOBUB077,BUBBLE T 150G ORANGE FIZZER,150,38
526,5060591036142_TOBUB078,BUBBLE T 150G WATERMELON FIZZER,150,38
527,5060591036135_TOBUB079,BUBBLE T 150G GRAPEFRUIT FIZZER,150,38
528,5060591035633_TOBUB080,BUBBLE T 1KG BATH SALTS JASMINE,1000,85
529,685428017597_TOBUM001A,B&B INVISIBLE OIL 200ML COND.,200,50
530,685428028685_TOBUM015,B&B INVISIBLE OIL 200ML MASK,200,65
531,856017000065_TOCAN008,CANTU 384ML OIL MOISTURISER,384,62
532,856017000089_TOCAN009,CANTU 180ML HAIR & SCALP OIL,180,48
533,817513015427_TOCAN030,CANTU KIDS 283G LEAVE IN,283,60
534,817513010064_TOCAN032,CANTU 237ML COCONUT OIL MIST,237,52
535,817513015328_TOCAN033,CANTU 400ML CREAM CONDITIONER,400,68
536,856017000010_TOCAN034,CANTU 400ML CREAM SHAMPOO,400,68
537,856017000027_TOCAN035,CANTU 400ML RINSE OUT COND.,400,68
538,856017000041_TOCAN036,CANTU 173G GROW STRONG,173,48
539,817513015588_TOCAN037,CANTU 151ML THERMAL SHIELD,151,48
540,810006943740_TOCAN038,CANTU PROTECTIVE OIL DROPS,59,42
441,5900998004163_TOCAR042,CAREX 250ML HAND WASH MOISTURE,250,45
442,5900998000332_TOCAR043,CAREX 250ML HAND WASH ORIGINAL,250,45
443,5000101968211_TOCAR217,CAREX 500ML SHOWER CREAM,500,72
444,5000101968051_TOCAR218,CAREX 500ML SHOWER GEL ORIGINAL,500,72
545,3574660038408_TOCAR222,CAREFREE COTTON 20'S,45,32
546,3574660050516_TOCAR223,CAREFREE COTTON FRESH 20'S,45,32
547,3574661486321_TOCAR251,CAREFREE NORMAL FRESH 56'S,120,38
548,3574661518503_TOCAR252,CAREFREE COTTON FRESH 34'S,75,35
549,3574661486314_TOCAR257,CAREFREE NORMAL UNSCENTED 56'S,120,38
550,5000101512896_TOCAR259,CAREX 250ML + 33% FREE WASH,333,55
551,5000101512919_TOCAR260,CAREX 250ML + 33% FREE MOIST.,333,55
552,3574660239010_TOCAR262,CAREFREE COTTON ALOE 20'S,45,32
553,5000101505737_TOCAR263,CAREX 500ML SHOWER LOVEHEARTS,500,72
554,7350068604775_TOCCS001,CCS 125ML HEEL REPAIR BALM,125,42
555,7350068604881_TOCCS002,CCS 150ML WARMING FOOT CREAM,150,45
556,5056235400325_TOCHL006,CHLORHEXIDINE 400ML PEPPERMINT,400,62
557,5056235400059_TOCHL007,CHLORHEXIDINE 400ML AF FREE,400,62
558,3574660149807_TOCLE029,CLEAN & CLEAR 150ML SCRUB,150,45
559,5000158100657_TOCLE032,CLEARASIL RAPID ACTION PADS 65'S,180,65
560,3574660178821_TOCLE036,CLEAN & CLEAR 15ML SPOT GEL,15,35
561,5000207007159_TOCLE114,CLEAN & CLEAR 100ML MOISTURISER,100,42
562,5000207007425_TOCLE121,CLEAN & CLEAR 150ML DAILY WASH,150,45
563,5000207004981_TOCLE140,CLEAN & CLEAR 200ML LOTION,200,48
564,3574660658606_TOCLE176,CLEAN & CLEAR 150ML FACIAL SCRUB,150,45
565,5011417544846_TOCLE188,CLEARASIL 25ML RAPID ACTION CREAM,25,32
566,6902088961423_TOCLO003,CLOSE UP 90G RED HOT,90,40
567,6902088961430_TOCLO004,CLOSE UP 90G EUCALYPTUS,90,40
568,6001067522553_TOCOL127A,COLGATE TOOTHBRUSH EX-CLEAN 12PK,250,65
569,6001067021452_TOCOL539,COLGATE 100ML HERBAL,100,42
570,5000209100513_TOCOL550A,COLGATE 100ML CAVITY PROTECT PUMP,100,52
571,5060150185274_TOCOL688,COLOR WOW DREAM COAT 200ML,200,48
572,8714789682655_TOCOL715A,COLGATE TRIPLE ACTION 2PK CDU,180,55
573,8718951457973_TOCOL722,COLGATE 50ML 6-9 YEARS,50,38
574,8718951288881_TOCOL730,COLGATE MAX FRESH 100ML,100,42
575,5060150185113_TOCOL742,COLOR WOW SECURITY 250ML COND.,250,52
576,5060150185656_TOCOL744,COLOR WOW 215ML MONEY MASK,215,65
577,5060150185229_TOCOL753,COLOR WOW TRANSFORMATION 120ML,120,42
578,5060150185229_TOCOL753A,COLOR WOW TRANSFORMATION 120ML,120,42
579,5060150185137_TOCOL754A,COLOR WOW POP & LOCK 55ML,55,40
580,5060150185441_TOCOL757,COLOR WOW ROOT COVER DARK BROWN,3,32
581,5060150185120_TOCOL767A,COLOR WOW SECURITY 250ML THICK,250,52
582,5060150185434_TOCOL771,COLOR WOW ROOT COVER MED BROWN,3,32
583,5060150185472_TOCOL773,COLOR WOW ROOT COVER DARK BLONDE,3,32
584,6281001101192_TOCOL784,COLGATE 100ML ADVANCED WHITE,100,42
585,8718951291010_TOCOL785,COLGATE 100ML MAX FRESH COOL,100,42
586,5060150185663_TOCOL787,COLOR WOW 195ML VOLUMIZER,195,48
587,5060150185403_TOCOL793,COLOR WOW ROOT COVER PLATINUM,3,32
588,6920354824845_TOCOL794,COLGATE 100ML MAX WHITE CRYSTAL,100,42
589,8718951412620_TOCOL795,COLGATE CHARCOAL BRUSH 12PK,250,65
590,5060150185731_TOCOL802,COLOR WOW MONEY MIST 150ML,150,45
591,6001067024446_TOCOL806A,COLGATE EXTRA CLEAN 3PK,60,35
592,5060150185199_TOCOL810,COLOR WOW SECURITY 946ML,946,95
593,8718951635012_TOCOL820,COLGATE 75ML SENSITIVE REPAIR,75,40
594,8718951626966_TOCOL821,COLGATE 75ML SENSITIVE GUM,75,40
595,8714789823775_TOCOL822,COLGATE CLASSIC BRUSH 12PK,220,65
596,5000101509971_TOCUS048,CUSSONS 500ML MAGNOLIA SOAK,500,72
597,5000101510731_TOCUS049,CUSSONS 500ML SPACE CANDY SOAK,500,72
598,5000101512650_TOCUS050,CUSSONS 500ML APRICOT SOAK,500,72
599,5000101512735_TOCUS052,CUSSONS 500ML GIRAFFE HAND WASH,500,72
600,5000101510076_TOCUS053,CUSSONS 500ML MAGNOLIA HAND WASH,500,72
601,5000101514807_TOCUS054,CUSSONS 500ML MALLOW HAND WASH,500,72
602,5000101515088_TOCUS055,CUSSONS 500ML PANDAMONIUM HAND,500,72
603,5000101510113_TOCUS056,CUSSONS 500ML SAMPHIRE HAND,500,72
604,5000101510755_TOCUS057,CUSSONS 500ML MOON HAND WASH,500,72
605,5000101510090_TOCUS058,CUSSONS 500ML VANILLA HAND WASH,500,72
606,5000101509995_TOCUS059,CUSSONS 500ML APPLE SOAK,500,72
607,5000101514784_TOCUS060,CUSSONS 500ML MALLOW SOAK,500,72
608,5000101515064_TOCUS061,CUSSONS 500ML PANDAMONIUM SOAK,500,72
609,5000101510656_TOCUS062A,CUSSONS 400ML APPLE BODY WASH,400,65
610,5000101510618_TOCUS063A,CUSSONS 400ML MAGNOLIA BODY WASH,400,65
611,5000444014972_TOCYC016,CYCLAX 100ML HAND CREAM,100,42
612,5060087361895_TODER030A,DERMA V10 220ML COCOA BUTTER,220,55
613,5060087367774_TODER031,DERMA V10 220ML VANILLA BUTTER,220,55
614,5060337727235_TODER038,DERMA V10 200ML MICELLAR WATER,200,48
615,5056235402138_TODER043,DERMA V10 BLEMISH STICK,10,25
616,5011417588529_TODET186,DETTOL 500ML HAND WASH,500,72
617,669316069141_TODFI004,D:FI 75G STYLING CREAM,75,45
618,669316199404_TODFI005,D:FI 150ML HAIRSPRAY,150,55
619,8000700000050_TODOV005A,DOVE 4X90G SOAP ORIGINAL,360,65
620,8717163607268_TODOV073A,DOVE 90G SOAP EXFOLIATING,90,35
621,8901030755392_TODOV1003,DOVE MEN 75ML HYDRA CREAM,75,40
622,8717163097700_TODOV1024,DOVE 500ML REFILL CUCUMBER,500,35
623,8717163573792_TODOV1025,DOVE 500ML REFILL SILK,500,35
624,8712561306409_TODOV1026B,DOVE 90G SOAP COCONUT,90,35
625,8712561548953_TODOV1027B,DOVE 90G SOAP RESTORE,90,35
626,8711600804357_TODOV1043B,DOVE 90G SOAP SHEA BUTTER,90,35
627,8717163762233_TODOV1045,DOVE 450ML BATH SHEA,450,68
628,8717163762226_TODOV1046,DOVE 450ML BATH INDULGING,450,68
629,8710522386491_TODOV1048B,DOVE 75ML MATCHA HAND CREAM,75,40
630,8710847950117_TODOV1096,DOVE 720ML BATH INDULGING,720,85
631,8886467049613_TODOV1151,DOVE MEN 250ML HYDRA CREAM,250,65
632,8717163627099_TODOV1162,DOVE MEN 250ML SPRAY SPORT,250,55
633,8886467049484_TODOV1227,DOVE 250ML RICH CREAM,250,65
634,59095385_TODOV1234,DOVE 50ML ROLL ON FRESH,50,45
635,8711600368804_TODOV1238,DOVE 400ML BODY MILK,400,65
636,7501056371838_TODOV1248,DOVE 4X90G SOAP CUCUMBER,360,65
637,8720181286902_TODOV1258,DOVE 150ML SPRAY CLASSIC,150,45
638,8720181287589_TODOV1259,DOVE 150ML SPRAY FRESH,150,45
639,8720181287626_TODOV1260,DOVE 150ML SPRAY POWDER,150,45
640,7506306308367_TODOV1268,DOVE 4X90G SOAP SHEA,360,65
641,8710908565250_TODOV1269,DOVE 4X90G SOAP PINK,360,65
642,8886467002656_TODOV1270,DOVE 4X90G SOAP SENSITIVE,360,65
643,8711600456877_TODOV1272,DOVE 250ML BODY LOTION,250,52
644,59096757_TODOV1273,DOVE 50ML ROLL ON POMEGRANATE,50,45
645,8720181022548_TODOV1282,DOVE 250ML WINTER LOTION,250,52
646,8717163762202_TODOV1298,DOVE 450ML BATH ALMOND,450,68
647,8720181533198_TODOV1302,DOVE MEN 150ML SPRAY FRESH,150,45
648,8886467049514_TODOV1311,DOVE 250ML BEAUTY CREAM,250,65
649,8720181493003_TODOV1319,DOVE 700ML SHOWER REFRESH,700,82
650,8720181527920_TODOV1320,DOVE 750ML SHOWER ORIGINAL,750,85
651,8720181527944_TODOV1321,DOVE 750ML SHOWER REFRESH,750,85
652,8720181527937_TODOV1322,DOVE 750ML SHOWER SILK,750,85
653,8720181527951_TODOV1324,DOVE 750ML SHOWER TALCUM,750,85
654,8720181049552_TODOV1324,DOVE MEN 400ML COOL FRESH,400,65
655,8720181492990_TODOV1336,DOVE 450ML SHOWER CUCUMBER,450,68
656,8720181494277_TODOV1337,DOVE 450ML SHOWER MOIST.,450,68
657,8720181494338_TODOV1339,DOVE 450ML SHOWER SILK,450,68
